LeadID,FirstName,LastName,EmailAddress,PhoneNumber,CompanyName,JobTitle,Industry,LeadStatus,LeadSource,Country,State_Province,PostalCode,AnnualRevenue,NumberOfEmployees,CompanySize,LeadRating,LeadScore,CampaignID,ProductInterest,CreatedDate,ConvertedDate,LastActivityDate,Description,Website,Region
NA-LEAD-000192,Emily,Martinez,emily.martinez@globalenterprises.io,+1-908-782-1977,GlobalEnterprises,CTO,Healthcare,Qualified,Referral,,FL,55033.0,19907953.0,1402.0,,C,11.0,EMAIL-NURTURE-SERIES,cloud suite,2022-12-31,,2023-01-27,Lead from Paid Ads,,North America
NA-LEAD-000193,Nancy,Miller,nancy.miller@innovatelab.com,+1-681-951-9261,InnovateLab,Manager,Tech,Converted,,MX,FL,22844.0,16240453.0,,1-10,H,16.0,TECH-SUMMIT-2024,Cloud,2023-05-23,2023-10-22,2023-06-03,,www.innovatelab.com,North America
NA-LEAD-000194,Michael,Taylor,michael.taylor@globalenterprises.io,2018422158,GlobalEnterprises,VP Marketing,technology,new,Email Marketing,,CA,45361.0,41204262.0,1706.0,1 to 10,Warm,42.0,q4-2024-webinar,Cloud Suite,2022-02-19,,2022-05-16,Lead from Web Form,,North America
NA-LEAD-000195,Sarah,Davis,sarah.davis@techcorp.io,+1-689-955-4437,TechCorp,CEO,Education,Contacted,Email Marketing,CA,IL,46325.0,,3716.0,Large,C,15.0,EMAIL-NURTURE-SERIES,Cloud,2024-01-19,,2024-03-06,Lead from Referral,,North America
NA-LEAD-000196,Jennifer,Johnson,jennifer.johnson@datainc.com,(409) 733-1371,DataInc,CTO,Tech,Disqualified,REFERRAL,,TX,65067.0,43364040.0,,201-1000,Warm,,Q42024WEB,Integration Tools,2024-03-11,,2024-05-16,Lead from Partner,www.datainc.com,North America
NA-LEAD-000197,William,Anderson,william.anderson@smartsolutions.io,+1-695-580-5720,SmartSolutions,Manager,Healthcare,new,Email Marketing,CA,FL,91085.0,47868906.0,1503.0,51-200,Cold,,Q4-2024-WEBINAR,Cloud Suite,2024-09-22,,2024-12-04,,,North America
NA-LEAD-000198,Michael,Brown,michael.brown@example.io,+1-711-986-3381,,,Education,Converted,Cold Call,USA,WA,76507.0,47442039.0,2384.0,,Cold,93.0,EMAIL-NURTURE-SERIES,Analytics,2022-03-13,,2022-05-13,Lead from Cold Call,,North America
NA-LEAD-000199,William,Rodriguez,william.rodriguez@datainc.com,+1-739-427-5553,DataInc,CEO,Technology,Converted,Referral,,,98022.0,34445479.0,4027.0,Small,C,85.0,TECH-SUMMIT-2024,,2023-09-23,2023-11-19,,Lead from Email Marketing,www.datainc.com,North America
NA-LEAD-000200,John,Jones,john.jones@smartsolutions.co,(653) 495-3683,SmartSolutions,VP Marketing,technology,Converted,Partner,US,,21282.0,,4313.0,Small,Warm,75.0,Q42024WEB,,2023-12-21,2024-05-13,,Lead from Trade Show,www.smartsolutions.com,North America
NA-LEAD-000201,Robert,Davis,robert.davis@cloudsystems.io,(772) 957-8593,CloudSystems,CEO,Technology,Converted,Web Form,US,NY,93958.0,31811701.0,2366.0,Medium,Cold,88.0,q4-2024-webinar,Integration Tools,2023-02-13,2023-07-05,,Lead from Paid Ads,www.cloudsystems.com,North America
NA-LEAD-000202,Jane,Martinez,jane.martinez@smartsolutions.com,2174653668,SmartSolutions,Dir,Technology,Disqualified,Cold Call,Mexico,FL,27759.0,3649275.0,3446.0,1 to 10,,,TECH-SUMMIT-2024,Analytics Platform,2024-09-11,,2024-11-30,,,North America
NA-LEAD-000203,Richard,Williams,richard.williams@example.io,+1-730-488-7111,,,Tech,Disqualified,Email Marketing,US,CA,75979.0,12744436.0,4586.0,,C,91.0,,Analytics Platform,2023-10-23,,2023-11-01,,,North America
NA-LEAD-000204,Michael,Smith,michael.smith@globalenterprises.io,(962) 321-4643,GlobalEnterprises,VP Sales,technology,Converted,Cold Call,Canada,NY,,,,11-50,Warm,,EMAIL-NURTURE-SERIES,,2023-12-15,2024-04-07,,,www.globalenterprises.com,North America
NA-LEAD-000205,Robert,Martinez,robert@invalid,+1-326-816-4365,TechCorp,Dir,Retail,Converted,Cold Call,Mexico,CA,,18714365.0,2859.0,Small,Cold,99.0,q4-2024-webinar,Integration Tools,2024-08-18,2024-09-04,2024-08-26,,www.techcorp.com,North America
NA-LEAD-000206,John,Rodriguez,john.rodriguez@innovatelab.com,,InnovateLab,,Education,Qualified,web form,US,FL,24067.0,23911724.0,3484.0,201-1000,C,14.0,Q42024WEB,Analytics,2023-01-28,,,,,North America
NA-LEAD-000207,Richard,Garcia,richard.garcia@digitalfirst.io,4317677672,DigitalFirst,CTO,Tech,Converted,LinkedIn,United States,,99015.0,958043.0,4037.0,1 to 10,Warm,66.0,q4-2024-webinar,Analytics Platform,2022-03-25,2022-07-02,,Lead from web form,www.digitalfirst.com,North America
NA-LEAD-000208,Nancy,Williams,nancy.williams@datainc.net,4859835472,DataInc,VP Marketing,Education,Converted,Paid Ads,MX,FL,29316.0,7350218.0,4018.0,Large,HOT,17.0,Q4-2024-WEBINAR,Analytics Platform,2024-01-15,,2024-01-23,Lead from Web Form,www.datainc.com,North America
NA-LEAD-000209,James,Martinez,james.martinez@smartsolutions.co,+1-877-709-9032,SmartSolutions,manager,Manufacturing,Converted,,Mexico,,81646.0,,3535.0,11-50,H,48.0,EMAIL-NURTURE-SERIES,cloud suite,2022-11-09,2022-11-29,,,www.smartsolutions.com,North America
NA-LEAD-000210,Richard,Jones,richard.jones@cloudsystems.co,7856818797,CloudSystems,manager,Healthcare,Disqualified,,USA,FL,87469.0,41502120.0,2340.0,Small,Hot,,Q4-2024-WEBINAR,Security Suite,2024-10-03,,2024-11-16,Lead from web form,,North America
NA-LEAD-000211,William,Garcia,,+1-440-863-6113,FutureTech,Dir,Financial Services,Converted,Referral,CA,CA,12583.0,2608369.0,3470.0,,C,34.0,Q4-2024-WEBINAR,cloud suite,2022-07-19,,2022-08-28,Lead from Partner,www.futuretech.com,North America
NA-LEAD-000212,Jane,Davis,jane.davis@datainc.io,+1-850-277-9779,DataInc,CEO,Manufacturing,Converted,Trade Show,USA,NY,62694.0,42014336.0,763.0,,Warm,34.0,Q4-2024-WEBINAR,cloud suite,2023-02-26,2023-08-16,2023-04-11,Lead from REFERRAL,www.datainc.com,North America
NA-LEAD-000213,Robert,Jones,robert.jones@futuretech.net,7283919178,FutureTech,CEO,,Converted,Paid Ads,CA,WA,90533.0,29206757.0,500.0,Enterprise,HOT,18.0,HOLIDAY-PROMO-2024,Security Suite,2023-10-04,2024-03-12,2023-11-11,Lead from Partner,www.futuretech.com,North America
NA-LEAD-000214,Karen,Johnson,karen.johnson@innovatelab.co,+1-228-451-6087,InnovateLab,,Finance,Converted,,MX,FL,14850.0,18401390.0,2126.0,1000+,C,,Q42024WEB,Cloud Suite,2024-04-24,2024-06-05,2024-06-25,Lead from Web Form,www.innovatelab.com,North America
NA-LEAD-000215,Jane,Garcia,jane.garcia@digitalfirst.co,3434412833,DigitalFirst,Dir,technology,,,United States,IL,86076.0,35349611.0,749.0,201-1000,Warm,40.0,TECH-SUMMIT-2024,,2022-05-11,,2022-06-10,Lead from LinkedIn,,North America
NA-LEAD-000216,Michael,Brown,michael.brown@digitalfirst.io,(452) 484-3374,DigitalFirst,Head of IT,Finance,New,Email Marketing,CA,CA,89405.0,,457.0,1 to 10,HOT,49.0,TECH-SUMMIT-2024,Analytics,2024-06-19,,2024-09-14,,www.digitalfirst.com,North America
NA-LEAD-000217,Karen,Davis,karen.davis@futuretech.net,,FutureTech,VP Sales,Finance,,REFERRAL,Mexico,,63253.0,18490279.0,4037.0,Large,H,42.0,q4-2024-webinar,,2022-01-17,,2022-01-29,Lead from Trade Show,www.futuretech.com,North America
NA-LEAD-000218,Sarah,Miller,sarah.miller@example.co,+1-610-404-6006,,Head of IT,Retail & Consumer,New,Referral,United States,TX,95089.0,39963747.0,2626.0,Large,W,17.0,TECH-SUMMIT-2024,Security Suite,2023-11-01,,2023-12-12,Lead from LinkedIn,,North America
NA-LEAD-000219,Jane,Miller,jane.miller@smartsolutions.com,8414342457,SmartSolutions,,Retail,,Trade Show,US,CA,66217.0,10116078.0,,Small,Cold,15.0,Q4-2024-WEBINAR,,2023-01-08,,2023-03-07,Lead from Paid Ads,,North America
NA-LEAD-000220,Nancy,Brown,nancy.brown@innovatelab.net,+1-893-393-7853,InnovateLab,VP Sales,Tech,Converted,Cold Call,USA,NY,40865.0,16764336.0,3763.0,11-50,Hot,41.0,q4-2024-webinar,,2023-06-30,2023-08-03,2023-08-18,Lead from web form,,North America
NA-LEAD-000221,Jane,Rodriguez,JANE.RODRIGUEZ@techcorp.com,(590) 509-7466,TechCorp,Head of IT,Healthcare,Converted,,USA,IL,32264.0,22861765.0,1090.0,11-50,,55.0,HOLIDAY-PROMO-2024,Cloud,2022-04-17,2022-07-17,,,,North America
NA-LEAD-000222,Karen,Jones,karen.jones@smartsolutions.io,+1-954-703-3478,SmartSolutions,manager,,Converted,REFERRAL,,CA,17152.0,2506674.0,1349.0,Large,H,,EMAIL-NURTURE-SERIES,Cloud Suite,2024-05-30,2024-11-03,2024-08-28,Lead from Paid Ads,www.smartsolutions.com,North America
NA-LEAD-000223,Karen,Taylor,karen.taylor@cloudsystems.io,4177971067,CloudSystems,manager,TECH,Converted,web form,US,FL,42264.0,45526561.0,,Small,Hot,87.0,Q4-2024-WEBINAR,,2022-09-11,2022-11-23,2022-09-24,Lead from Cold Call,,North America
NA-LEAD-000224,Jennifer,Taylor,,,GlobalEnterprises,Dir,Finance,Disqualified,Email Marketing,US,TX,94363.0,3826892.0,4492.0,,H,,TECH-SUMMIT-2024,Security Suite,2024-07-18,,2024-09-07,,www.globalenterprises.com,North America
NA-LEAD-000225,Michael,Miller,michael.miller@futuretech.io,5678812574,FutureTech,Head of IT,Health Care,Qualified,LinkedIn,,FL,72447.0,40388185.0,3471.0,Small,Cold,54.0,Q4-2024-WEBINAR,Cloud Suite,2023-08-07,,2023-10-05,Lead from REFERRAL,www.futuretech.com,North America
NA-LEAD-000226,Michael,Davis,michael.davis@example.io,(502) 782-1781,,manager,Financial Services,Converted,Web Form,,CA,64135.0,,4666.0,1000+,,10.0,Q42024WEB,Cloud Suite,2022-06-21,2022-10-22,,Lead from Cold Call,,North America
NA-LEAD-000227,Richard,Williams,richard.williams@futuretech.co,+1-391-416-4032,FutureTech,Director,technology,Converted,web form,CA,,66858.0,492390.0,118.0,51-200,W,51.0,Q42024WEB,cloud suite,2022-04-03,2022-06-19,2022-06-20,Lead from REFERRAL,www.futuretech.com,North America
NA-LEAD-000228,William,Miller,,,DigitalFirst,Manager,Retail,Converted,Paid Ads,US,WA,92058.0,36243662.0,2475.0,Large,Cold,2.0,Q4-2024-WEBINAR,Security Suite,2022-06-29,,2022-09-26,Lead from Paid Ads,www.digitalfirst.com,North America
NA-LEAD-000229,Karen,Davis,,+1-845-930-8074,InnovateLab,VP Marketing,Finance,Converted,web form,,NY,,34550719.0,4006.0,201-1000,Hot,54.0,,Analytics,2023-02-17,2023-05-29,2023-03-23,Lead from Partner,www.innovatelab.com,North America
NA-LEAD-000230,Jane,Davis,jane.davis@smartsolutions.co,+1-901-547-8675,SmartSolutions,VP Sales,Manufacturing,New,Partner,MX,,95524.0,31797183.0,1337.0,,HOT,95.0,Q4-2024-WEBINAR,cloud suite,2024-07-07,,,,www.smartsolutions.com,North America
NA-LEAD-000231,Jane,Miller,jane.miller@globalenterprises.net,,GlobalEnterprises,manager,Technology,Converted,Referral,Mexico,FL,,37813936.0,2122.0,Small,,98.0,,Cloud,2023-09-14,2023-09-19,2023-12-11,Lead from web form,www.globalenterprises.com,North America
NA-LEAD-000232,Nancy,Smith,nancy.smith@globalenterprises.com,+1-307-371-2934,GlobalEnterprises,CEO,Education,Contacted,Cold Call,CA,WA,76308.0,6763523.0,2989.0,Small,Cold,,HOLIDAY-PROMO-2024,cloud suite,2024-07-25,,2024-07-25,,www.globalenterprises.com,North America
NA-LEAD-000233,Sarah,Jones,sarah.jones@example.net,(433) 341-8025,,VP Marketing,Tech,Converted,Paid Ads,,,13901.0,767646.0,4248.0,11-50,Warm,51.0,Q42024WEB,Security Suite,2022-12-17,2023-04-03,2023-02-05,Lead from REFERRAL,,North America
NA-LEAD-000234,William,Williams,william.williams@techcorp.io,(552) 208-5583,TechCorp,manager,Retail & Consumer,,Cold Call,MX,FL,81358.0,41585858.0,2838.0,1 to 10,H,38.0,Q4-2024-WEBINAR,Cloud Suite,2024-11-30,,2025-01-18,Lead from Cold Call,www.techcorp.com,North America
NA-LEAD-000235,Robert,Jones,robert.jones@innovatelab.com,(464) 447-5979,InnovateLab,VP Marketing,Health Care,Disqualified,Referral,USA,,92180.0,8408951.0,,1 to 10,Warm,73.0,q4-2024-webinar,Cloud Suite,2022-07-10,,2022-08-09,Lead from web form,www.innovatelab.com,North America
NA-LEAD-000236,William,Anderson,william.anderson@example.net,(453) 307-6371,,manager,Retail & Consumer,Disqualified,LinkedIn,Mexico,FL,,27752405.0,,1-10,H,60.0,HOLIDAY-PROMO-2024,cloud suite,2023-04-24,,,Lead from Partner,,North America
NA-LEAD-000237,Lisa,Rodriguez,lisa.rodriguez@example.co,(366) 347-9286,,VP Sales,Finance,new,Paid Ads,US,WA,79355.0,,3887.0,1-10,Cold,47.0,Q4-2024-WEBINAR,,2024-03-19,,,Lead from Trade Show,,North America
NA-LEAD-000238,John,Rodriguez,john.rodriguez@cloudsystems.net,(512) 490-4532,CloudSystems,VP Sales,technology,Converted,Paid Ads,USA,CA,18855.0,28122994.0,2547.0,,W,100.0,EMAIL-NURTURE-SERIES,cloud suite,2022-08-30,,2022-11-15,,,North America
NA-LEAD-000239,William,Davis,william.davis@globalenterprises.co,,GlobalEnterprises,Head of IT,Health Care,Converted,Web Form,,WA,21603.0,47559967.0,,1 to 10,warm,15.0,q4-2024-webinar,Analytics Platform,2024-07-08,2024-07-31,,Lead from web form,www.globalenterprises.com,North America
NA-LEAD-000240,Lisa,Rodriguez,lisa.rodriguez@innovatelab.com,+1-922-793-8278,InnovateLab,Director,TECH,New,,Mexico,FL,74418.0,1661170.0,1488.0,Medium,Hot,40.0,EMAIL-NURTURE-SERIES,Cloud,2024-09-01,,,Lead from None,,North America
NA-LEAD-000241,Michael,Williams,michael.williams@digitalfirst.io,5055992617,DigitalFirst,Head of IT,Healthcare,Converted,Partner,Mexico,NY,25855.0,,4900.0,,HOT,96.0,,,2022-07-03,2022-12-24,2022-08-06,,www.digitalfirst.com,North America
NA-LEAD-000242,James,Johnson,,(800) 891-2663,GlobalEnterprises,CEO,TECH,Nurturing,,US,NY,68455.0,,1676.0,51-200,,21.0,Q42024WEB,Integration Tools,2022-03-01,,2022-04-24,Lead from None,www.globalenterprises.com,North America
NA-LEAD-000243,John,Davis,john.davis@digitalfirst.co,4177999361,DigitalFirst,CTO,Technology,Converted,Cold Call,,IL,,,1154.0,Enterprise,warm,26.0,,Analytics,2022-12-09,2023-04-12,2023-01-21,Lead from Paid Ads,,North America
NA-LEAD-000244,William,Garcia,WILLIAM.GARCIA@smartsolutions.co,+1-377-623-9011,SmartSolutions,VP Marketing,Health Care,Converted,Referral,United States,IL,,45171190.0,1021.0,Small,H,45.0,EMAIL-NURTURE-SERIES,Security Suite,2023-03-08,2023-04-22,2023-06-05,Lead from Referral,www.smartsolutions.com,North America
NA-LEAD-000245,Emily,Davis,emily.davis@techcorp.io,+1-705-571-1602,TechCorp,CTO,Finance,Disqualified,web form,Canada,CA,93681.0,18712479.0,4056.0,51-200,C,,q4-2024-webinar,Security Suite,2023-03-30,,,,,North America
NA-LEAD-000246,David,Martinez,DAVID.MARTINEZ@innovatelab.co,(889) 865-1849,InnovateLab,Head of IT,Tech,Converted,Partner,CA,CA,71156.0,34812523.0,1849.0,1-10,warm,68.0,EMAIL-NURTURE-SERIES,Analytics,2023-07-16,2024-01-10,,,,North America
NA-LEAD-000247,Lisa,Smith,LISA.SMITH@innovatelab.com,(224) 806-6477,InnovateLab,CTO,Retail,Nurturing,Referral,,TX,17134.0,34974801.0,607.0,,W,80.0,EMAIL-NURTURE-SERIES,Analytics Platform,2024-05-17,,,,,North America
NA-LEAD-000248,Sarah,Taylor,sarah.taylor@datainc.com,+1-253-501-7249,DataInc,VP Marketing,Financial Services,Converted,web form,MX,TX,96471.0,30527913.0,3517.0,,Warm,86.0,Q42024WEB,Cloud Suite,2022-09-19,2022-10-04,2022-10-31,Lead from Referral,,North America
NA-LEAD-000249,Lisa,Taylor,lisa.taylor@datainc.co,+1-245-261-3091,DataInc,CTO,Retail & Consumer,Qualified,Partner,,WA,50788.0,36415539.0,1217.0,Large,warm,37.0,TECH-SUMMIT-2024,Cloud Suite,2023-02-01,,2023-04-26,Lead from Web Form,,North America
NA-LEAD-000250,Karen,Rodriguez,karen.rodriguez@techcorp.io,(908) 678-6425,TechCorp,Dir,Retail & Consumer,Converted,Email Marketing,CA,FL,23742.0,2931467.0,40.0,1 to 10,HOT,59.0,,Integration Tools,2024-05-14,2024-10-25,2024-06-25,Lead from Partner,,North America
NA-LEAD-000251,Michael,Smith,MICHAEL.SMITH@smartsolutions.io,+1-402-490-3853,SmartSolutions,CEO,Manufacturing,Converted,Cold Call,Mexico,,33401.0,11916355.0,838.0,1-10,Cold,100.0,Q4-2024-WEBINAR,Analytics,2022-01-21,,2022-03-01,Lead from Email Marketing,www.smartsolutions.com,North America
NA-LEAD-000252,William,Williams,william.williams@example.net,(583) 525-8037,,CEO,Technology,Contacted,web form,Canada,,29472.0,3674149.0,2304.0,51-200,C,62.0,HOLIDAY-PROMO-2024,Analytics Platform,2024-06-07,,2024-08-30,Lead from Cold Call,,North America
NA-LEAD-000253,Robert,Miller,robert.miller@example.co,(474) 795-7569,,Dir,,new,Web Form,Canada,TX,69255.0,26668397.0,3491.0,Medium,Cold,47.0,TECH-SUMMIT-2024,Analytics Platform,2024-02-06,,,,,North America
NA-LEAD-000254,Jennifer,Rodriguez,jennifer.rodriguez@smartsolutions.co,5244797264,SmartSolutions,Manager,Healthcare,new,Paid Ads,Canada,NY,57067.0,19864756.0,4210.0,Enterprise,Warm,29.0,Q4-2024-WEBINAR,Analytics Platform,2023-04-17,,,,,North America
NA-LEAD-000255,Emily,Anderson,emily.anderson@smartsolutions.net,9577565278,SmartSolutions,Manager,TECH,Converted,Trade Show,CA,,62928.0,39020039.0,107.0,Large,C,19.0,Q42024WEB,,2023-05-28,2023-11-19,2023-06-23,Lead from None,www.smartsolutions.com,North America
NA-LEAD-000256,Robert,Davis,robert.davis@globalenterprises.co,(771) 230-7139,GlobalEnterprises,VP Sales,Retail & Consumer,Converted,Cold Call,CA,WA,,23900993.0,3443.0,Medium,H,88.0,,Cloud,2023-11-29,,2023-12-01,Lead from Web Form,www.globalenterprises.com,North America
NA-LEAD-000257,Michael,Garcia,michael.garcia@futuretech.io,(511) 295-3808,FutureTech,Director,,Converted,,US,CA,89084.0,12628695.0,3171.0,1000+,HOT,84.0,,Analytics Platform,2024-02-20,2024-07-06,2024-04-07,Lead from Cold Call,www.futuretech.com,North America
NA-LEAD-000258,James,Miller,james.miller@cloudsystems.net,+1-642-926-8778,CloudSystems,VP Sales,Retail & Consumer,Converted,web form,CA,IL,99762.0,13636041.0,,51-200,W,,EMAIL-NURTURE-SERIES,Integration Tools,2022-08-15,2022-09-02,2022-10-26,Lead from Paid Ads,www.cloudsystems.com,North America
NA-LEAD-000259,John,Taylor,john.taylor@datainc.co,3796255081,DataInc,VP Sales,Retail & Consumer,new,Partner,,FL,34044.0,6511189.0,367.0,201-1000,Cold,80.0,,Cloud,2023-08-13,,2023-08-21,Lead from LinkedIn,www.datainc.com,North America
NA-LEAD-000260,James,Rodriguez,james.rodriguez@datainc.net,(274) 854-8567,DataInc,VP Marketing,Education,Converted,Partner,Canada,FL,,47686868.0,2689.0,1 to 10,W,8.0,Q4-2024-WEBINAR,Integration Tools,2024-01-26,2024-04-19,2024-03-22,,www.datainc.com,North America
NA-LEAD-000261,Karen,Williams,karen.williams@cloudsystems.com,+1-479-357-8219,CloudSystems,Head of IT,Healthcare,Qualified,LinkedIn,USA,WA,67941.0,42700063.0,852.0,Medium,warm,76.0,Q4-2024-WEBINAR,Cloud Suite,2022-02-06,,2022-03-03,Lead from Email Marketing,www.cloudsystems.com,North America
NA-LEAD-000262,Emily,Johnson,emily.johnson@techcorp.com,3719413736,TechCorp,Manager,Tech,Converted,,United States,,83669.0,42021119.0,4447.0,Medium,H,,HOLIDAY-PROMO-2024,Analytics Platform,2024-05-13,,2024-06-04,,www.techcorp.com,North America
NA-LEAD-000263,John,Miller,john.miller@innovatelab.com,(985) 813-9185,InnovateLab,Director,technology,Converted,,US,NY,88625.0,42437232.0,1098.0,Small,Cold,88.0,TECH-SUMMIT-2024,cloud suite,2024-07-28,2024-10-08,,,www.innovatelab.com,North America
NA-LEAD-000264,Jennifer,Miller,jennifer.miller@example.io,(449) 834-2300,,Manager,Healthcare,New,Email Marketing,,NY,59250.0,2643876.0,4909.0,Large,,,TECH-SUMMIT-2024,Cloud Suite,2023-04-22,,2023-06-14,Lead from Trade Show,,North America
NA-LEAD-000265,Richard,Smith,richard.smith@innovatelab.net,4278227250,InnovateLab,manager,Education,Converted,Cold Call,,WA,,4796608.0,436.0,1 to 10,Cold,16.0,Q4-2024-WEBINAR,Security Suite,2023-11-10,2023-11-24,2023-12-06,,,North America
NA-LEAD-000266,Nancy,Davis,nancy.davis@digitalfirst.co,+1-692-281-6891,DigitalFirst,VP Marketing,Tech,Nurturing,Cold Call,,FL,89874.0,10560826.0,3958.0,1-10,H,10.0,Q42024WEB,Cloud,2022-12-03,,2022-12-22,Lead from Cold Call,,North America
NA-LEAD-000267,Jennifer,Jones,jennifer.jones@globalenterprises.net,+1-712-947-7131,GlobalEnterprises,,Tech,new,Partner,MX,WA,74166.0,39580749.0,,1-10,Warm,72.0,HOLIDAY-PROMO-2024,Integration Tools,2023-08-04,,2023-09-05,Lead from Email Marketing,www.globalenterprises.com,North America
NA-LEAD-000268,Jennifer,Anderson,jennifer@invalid,8469231462,SmartSolutions,VP Sales,Manufacturing,,web form,,WA,,38911860.0,1332.0,1-10,Warm,82.0,q4-2024-webinar,,2022-04-29,,2022-07-13,Lead from Referral,www.smartsolutions.com,North America
NA-LEAD-000269,Emily,Miller,emily.miller@cloudsystems.io,9452912790,CloudSystems,Dir,TECH,Converted,Email Marketing,US,NY,62162.0,530859.0,4038.0,1-10,Warm,,q4-2024-webinar,,2024-05-24,2024-10-08,2024-08-15,,www.cloudsystems.com,North America
NA-LEAD-000270,Michael,Garcia,michael.garcia@cloudsystems.net,9773965249,CloudSystems,VP Marketing,Finance,Converted,REFERRAL,United States,,20460.0,25448933.0,536.0,Small,Hot,61.0,EMAIL-NURTURE-SERIES,Analytics Platform,2022-10-03,2022-11-01,,,www.cloudsystems.com,North America
NA-LEAD-000271,William,Martinez,william.martinez@techcorp.io,(545) 818-8036,TechCorp,Head of IT,Education,Converted,REFERRAL,Mexico,NY,57344.0,25496389.0,2926.0,Small,Warm,,Q42024WEB,,2022-07-18,2022-10-23,2022-08-04,,,North America
NA-LEAD-000272,Robert,Jones,robert@invalid,5292176901,InnovateLab,Manager,TECH,new,Email Marketing,,TX,62450.0,5560596.0,3910.0,1 to 10,Warm,37.0,,Integration Tools,2024-01-25,,2024-03-31,Lead from None,,North America
NA-LEAD-000273,Jennifer,Johnson,jennifer.johnson@digitalfirst.net,8759162465,DigitalFirst,Director,Tech,Converted,Web Form,US,NY,46747.0,17389158.0,1018.0,1 to 10,Cold,81.0,q4-2024-webinar,cloud suite,2024-08-14,2024-09-13,,Lead from LinkedIn,www.digitalfirst.com,North America
NA-LEAD-000274,Richard,Martinez,richard.martinez@datainc.co,+1-318-497-2436,DataInc,Director,Financial Services,,Email Marketing,Canada,WA,85083.0,21130058.0,4736.0,1-10,warm,,,Integration Tools,2023-12-04,,2024-01-27,Lead from Email Marketing,www.datainc.com,North America
NA-LEAD-000275,Richard,Williams,richard.williams@example.io,(666) 350-5643,,VP Sales,technology,Converted,REFERRAL,USA,IL,75847.0,8385529.0,4711.0,Large,HOT,90.0,EMAIL-NURTURE-SERIES,Cloud Suite,2023-03-31,,2023-05-12,,,North America
NA-LEAD-000276,Nancy,Brown,nancy.brown@innovatelab.net,(545) 632-8756,InnovateLab,Head of IT,TECH,Qualified,Partner,MX,CA,47098.0,13192414.0,4499.0,Medium,Warm,,Q42024WEB,Cloud Suite,2022-04-18,,2022-07-17,Lead from REFERRAL,,North America
NA-LEAD-000277,Michael,Davis,michael.davis@globalenterprises.com,,GlobalEnterprises,Director,,Nurturing,Cold Call,MX,FL,32049.0,6545654.0,3891.0,51-200,Hot,,,Analytics,2023-08-20,,2023-09-08,Lead from Partner,,North America
NA-LEAD-000278,Jane,Brown,jane.brown@futuretech.com,,FutureTech,VP Marketing,Manufacturing,Converted,REFERRAL,,NY,,,4185.0,201-1000,Hot,73.0,EMAIL-NURTURE-SERIES,Cloud,2024-09-27,2024-11-11,2024-10-09,Lead from Cold Call,www.futuretech.com,North America
NA-LEAD-000279,William,Taylor,william.taylor@futuretech.net,6037699788,FutureTech,manager,Finance,Contacted,Referral,,,95419.0,,971.0,51-200,Cold,,EMAIL-NURTURE-SERIES,Analytics,2023-09-04,,,,,North America
NA-LEAD-000280,Michael,Johnson,michael.johnson@example.net,,,Manager,Retail,New,Trade Show,USA,IL,48456.0,29958095.0,4027.0,Small,C,45.0,,Integration Tools,2023-06-10,,2023-09-02,Lead from LinkedIn,,North America
NA-LEAD-000281,John,Brown,john.brown@cloudsystems.io,6322765177,CloudSystems,CTO,Tech,Nurturing,REFERRAL,US,FL,43315.0,46708137.0,1679.0,11-50,warm,89.0,q4-2024-webinar,Integration Tools,2023-09-06,,2023-11-17,Lead from None,www.cloudsystems.com,North America
NA-LEAD-000282,James,Williams,JAMES.WILLIAMS@smartsolutions.co,5715415476,SmartSolutions,VP Sales,TECH,Nurturing,LinkedIn,CA,CA,,15013305.0,870.0,11-50,Cold,39.0,,cloud suite,2024-06-07,,,Lead from web form,www.smartsolutions.com,North America
NA-LEAD-000283,Robert,Jones,robert.jones@datainc.co,+1-209-903-9414,DataInc,VP Sales,,Converted,Cold Call,US,FL,45044.0,,3042.0,201-1000,H,23.0,EMAIL-NURTURE-SERIES,Analytics,2022-04-09,2022-07-18,2022-06-12,,www.datainc.com,North America
NA-LEAD-000284,Robert,Taylor,robert.taylor@innovatelab.com,+1-445-295-3705,InnovateLab,Dir,Technology,Contacted,Referral,CA,IL,11401.0,28553059.0,1127.0,Large,W,86.0,,Analytics Platform,2023-09-18,,2023-12-05,,www.innovatelab.com,North America
NA-LEAD-000285,John,Taylor,john@invalid,(372) 890-9577,FutureTech,CEO,Healthcare,Converted,Referral,Mexico,,,3516281.0,3115.0,51-200,,43.0,q4-2024-webinar,Integration Tools,2023-12-08,2024-04-22,2023-12-23,,www.futuretech.com,North America
NA-LEAD-000286,David,Brown,david.brown@techcorp.co,2585641096,TechCorp,Dir,Finance,Converted,Email Marketing,CA,NY,,48581697.0,2914.0,1-10,Warm,25.0,Q4-2024-WEBINAR,Security Suite,2024-03-17,2024-08-29,2024-05-18,,www.techcorp.com,North America
NA-LEAD-000287,David,Brown,david.brown@globalenterprises.com,6493653291,GlobalEnterprises,Head of IT,technology,Converted,Partner,USA,NY,36013.0,,1105.0,Medium,H,4.0,HOLIDAY-PROMO-2024,Integration Tools,2024-03-20,,2024-06-13,Lead from Referral,www.globalenterprises.com,North America
